variedad,ubicacion,temporada,riego,inoculante,aplicacion_fungicida,lote_numero,rinde_kg_ha
Pampero,Marcos Juárez,2023/24,sin_riego,TerraFix,False,L1,9031.5
Pampero,Marcos Juárez,2024/25,sin_riego,TerraFix,False,L3,10192.7
Pampero,Marcos Juárez,2022/23,con_riego,TerraFix,True,L1,11524.5
Pampero,Marcos Juárez,2023/24,con_riego,TerraFix,True,L2,9903.2
Pampero,Marcos Juárez,2023/24,con_riego,TerraFix,False,L2,10533.3
Pampero,Marcos Juárez,2024/25,con_riego,TerraFix,False,L1,10146.7
Pampero,Tandil,2022/23,sin_riego,Control,True,L1,9147.5
Pampero,Tandil,2023/24,sin_riego,Control,True,L1,8957.1
Pampero,Tandil,2024/25,sin_riego,Control,False,L1,8861.2
Pampero,Tandil,2022/23,con_riego,Control,False,L1,9339.5
Pampero,Tandil,2023/24,con_riego,Control,True,L1,9313.8
Pampero,Tandil,2023/24,con_riego,Control,False,L1,9387.5
Pampero,Tandil,2022/23,sin_riego,NitroMax,True,L2,8782.0
Pampero,Tandil,2022/23,sin_riego,NitroMax,False,L2,9116.1
Pampero,Tandil,2024/25,sin_riego,NitroMax,True,L1,9454.6
Pampero,Tandil,2024/25,sin_riego,NitroMax,False,L1,8616.1
Pampero,Tandil,2022/23,con_riego,NitroMax,True,L1,10106.7
Pampero,Tandil,2022/23,con_riego,NitroMax,False,L1,9465.2
Pampero,Tandil,2023/24,con_riego,NitroMax,True,L2,9862.5
Pampero,Tandil,2023/24,con_riego,NitroMax,False,L2,9305.1
Pampero,Tandil,2024/25,con_riego,NitroMax,True,L2,9938.6
Pampero,Tandil,2024/25,con_riego,NitroMax,False,L2,9787.0
Pampero,Tandil,2022/23,sin_riego,BioRaiz,True,L2,9558.3
Pampero,Tandil,2022/23,sin_riego,BioRaiz,False,L2,9642.2
Pampero,Tandil,2023/24,sin_riego,BioRaiz,True,L1,8772.0
Pampero,Tandil,2023/24,sin_riego,BioRaiz,False,L2,9079.2
Pampero,Tandil,2024/25,sin_riego,BioRaiz,True,L2,9940.7
Pampero,Tandil,2024/25,sin_riego,BioRaiz,False,L2,9104.7
Pampero,Tandil,2023/24,con_riego,BioRaiz,True,L2,9910.4
Pampero,Tandil,2024/25,con_riego,BioRaiz,True,L2,10675.5
Pampero,Tandil,2024/25,con_riego,BioRaiz,False,L2,10023.1
Pampero,Tandil,2022/23,sin_riego,TerraFix,True,L2,9346.6
Pampero,Tandil,2022/23,sin_riego,TerraFix,False,L1,8456.2
Pampero,Tandil,2023/24,sin_riego,TerraFix,False,L2,7539.5
Pampero,Tandil,2024/25,sin_riego,TerraFix,True,L1,9363.7
Pampero,Tandil,2022/23,con_riego,TerraFix,True,L2,9765.2
Pampero,Tandil,2022/23,con_riego,TerraFix,False,L2,9539.4
Pampero,Tandil,2023/24,con_riego,TerraFix,False,L2,8845.5
Ñandubay,Pergamino,2023/24,con_riego,Control,False,L2,8456.1
Ñandubay,Pergamino,2024/25,con_riego,Control,False,L2,10060.3
Ñandubay,Pergamino,2022/23,sin_riego,NitroMax,True,L2,8935.8
Ñandubay,Pergamino,2022/23,sin_riego,NitroMax,False,L1,8468.7
Ñandubay,Pergamino,2023/24,sin_riego,NitroMax,True,L1,7772.6
Ñandubay,Pergamino,2023/24,sin_riego,NitroMax,False,L2,7566.9
Ñandubay,Pergamino,2024/25,sin_riego,NitroMax,False,L3,8610.3
Ñandubay,Pergamino,2022/23,con_riego,NitroMax,True,L2,9583.1
Ñandubay,Pergamino,2022/23,con_riego,NitroMax,False,L2,9604.3
Ñandubay,Pergamino,2023/24,con_riego,NitroMax,False,L1,8363.2
Ñandubay,Pergamino,2024/25,con_riego,NitroMax,True,L1,9939.8
Ñandubay,Pergamino,2022/23,sin_riego,BioRaiz,True,L1,9235.9
Ñandubay,Pergamino,2022/23,sin_riego,BioRaiz,False,L1,8926.0
Ñandubay,Pergamino,2023/24,sin_riego,BioRaiz,True,L1,8570.7
Ñandubay,Pergamino,2023/24,sin_riego,BioRaiz,False,L1,8154.1
Ñandubay,Pergamino,2024/25,sin_riego,BioRaiz,True,L2,9483.9
Ñandubay,Pergamino,2022/23,con_riego,BioRaiz,False,L2,9624.4
Ñandubay,Pergamino,2024/25,con_riego,BioRaiz,True,L1,10635.8
Ñandubay,Pergamino,2022/23,sin_riego,TerraFix,True,L2,8986.7
Ñandubay,Pergamino,2022/23,sin_riego,TerraFix,False,L1,8375.2
Ñandubay,Pergamino,2023/24,sin_riego,TerraFix,True,L2,8149.5
Ñandubay,Pergamino,2023/24,sin_riego,TerraFix,False,L1,7973.0
Ñandubay,Pergamino,2022/23,con_riego,TerraFix,True,L2,9804.0
Ñandubay,Pergamino,2022/23,con_riego,TerraFix,False,L2,9264.1
Ñandubay,Pergamino,2023/24,con_riego,TerraFix,True,L3,9249.3
Ñandubay,Pergamino,2023/24,con_riego,TerraFix,False,L3,9175.0
Ñandubay,Pergamino,2024/25,con_riego,TerraFix,True,L3,9644.7
Ñandubay,Pergamino,2024/25,con_riego,TerraFix,False,L2,9715.6
Ñandubay,Venado Tuerto,2022/23,sin_riego,Control,True,L2,7169.9
Ñandubay,Venado Tuerto,2022/23,sin_riego,Control,False,L1,7760.8
Ñandubay,Venado Tuerto,2023/24,sin_riego,Control,True,L2,7491.0
Ñandubay,Venado Tuerto,2024/25,sin_riego,Control,True,L2,7986.8
Ñandubay,Venado Tuerto,2022/23,con_riego,Control,True,L2,8697.8
Ñandubay,Venado Tuerto,2022/23,con_riego,Control,False,L2,8493.1
Ñandubay,Venado Tuerto,2023/24,con_riego,Control,True,L1,8008.7
Ñandubay,Venado Tuerto,2023/24,con_riego,Control,False,L2,7929.4
Ñandubay,Venado Tuerto,2024/25,con_riego,Control,False,L2,8579.9
Ñandubay,Venado Tuerto,2022/23,sin_riego,NitroMax,True,L1,7618.8
Ñandubay,Venado Tuerto,2022/23,sin_riego,NitroMax,False,L2,7755.5
Ñandubay,Venado Tuerto,2024/25,sin_riego,NitroMax,True,L2,7635.2
Ñandubay,Venado Tuerto,2022/23,con_riego,NitroMax,False,L1,8424.2
Ñandubay,Venado Tuerto,2024/25,con_riego,NitroMax,True,L2,8419.1
Ñandubay,Venado Tuerto,2022/23,sin_riego,BioRaiz,True,L1,8289.4
Ñandubay,Venado Tuerto,2023/24,sin_riego,BioRaiz,True,L1,7682.7
Ñandubay,Venado Tuerto,2023/24,sin_riego,BioRaiz,False,L2,7594.9
Ñandubay,Venado Tuerto,2022/23,con_riego,BioRaiz,False,L2,9400.2
Ñandubay,Venado Tuerto,2024/25,con_riego,BioRaiz,True,L2,9304.6
Ñandubay,Venado Tuerto,2022/23,sin_riego,TerraFix,False,L1,7809.8
Ñandubay,Venado Tuerto,2023/24,sin_riego,TerraFix,True,L1,7135.1
Ñandubay,Venado Tuerto,2022/23,con_riego,TerraFix,True,L2,8624.4
Ñandubay,Venado Tuerto,2023/24,con_riego,TerraFix,False,L2,7851.4
Ñandubay,Venado Tuerto,2024/25,con_riego,TerraFix,True,L2,9420.0
Ñandubay,Río Cuarto,2024/25,sin_riego,Control,True,L1,8823.5
Ñandubay,Río Cuarto,2022/23,con_riego,Control,True,L2,9563.6
Ñandubay,Río Cuarto,2023/24,con_riego,Control,True,L1,9221.5
Ñandubay,Río Cuarto,2024/25,con_riego,Control,True,L2,9970.5
Ñandubay,Río Cuarto,2022/23,sin_riego,NitroMax,True,L1,8406.7
Ñandubay,Río Cuarto,2022/23,sin_riego,NitroMax,False,L3,9114.3
Ñandubay,Río Cuarto,2023/24,sin_riego,NitroMax,False,L3,8123.6
Ñandubay,Río Cuarto,2024/25,sin_riego,NitroMax,False,L1,8638.9
Ñandubay,Río Cuarto,2023/24,con_riego,NitroMax,True,L3,9432.9
Ñandubay,Río Cuarto,2024/25,con_riego,NitroMax,True,L2,10075.2
Ñandubay,Río Cuarto,2024/25,con_riego,NitroMax,False,L1,9545.9
Ñandubay,Río Cuarto,2022/23,sin_riego,BioRaiz,True,L3,9777.6
Ñandubay,Río Cuarto,2022/23,con_riego,BioRaiz,False,L3,10414.5
Ñandubay,Río Cuarto,2023/24,con_riego,BioRaiz,True,L3,9577.1
Ñandubay,Río Cuarto,2023/24,con_riego,BioRaiz,False,L3,10025.3
Ñandubay,Río Cuarto,2024/25,con_riego,BioRaiz,True,L2,10424.6
Ñandubay,Río Cuarto,2024/25,con_riego,BioRaiz,False,L3,10372.1
Ñandubay,Río Cuarto,2022/23,sin_riego,TerraFix,True,L2,8615.1
Ñandubay,Río Cuarto,2022/23,sin_riego,TerraFix,False,L1,8962.9
Ñandubay,Río Cuarto,2023/24,sin_riego,TerraFix,False,L1,8283.4
Ñandubay,Río Cuarto,2024/25,sin_riego,TerraFix,True,L1,8954.1
Ñandubay,Río Cuarto,2024/25,sin_riego,TerraFix,False,L2,8728.8
Ñandubay,Río Cuarto,2022/23,con_riego,TerraFix,False,L3,9786.4
Ñandubay,Río Cuarto,2023/24,con_riego,TerraFix,False,L1,9080.5
Ñandubay,Junín,2022/23,sin_riego,Control,True,L1,7576.6
Ñandubay,Junín,2022/23,sin_riego,Control,False,L2,7537.9
Ñandubay,Junín,2024/25,sin_riego,Control,True,L2,8258.2
Ñandubay,Junín,2023/24,con_riego,Control,False,L2,7521.5
Ñandubay,Junín,2024/25,con_riego,Control,True,L1,9107.5
Ñandubay,Junín,2024/25,con_riego,Control,False,L1,8916.1
Ñandubay,Junín,2022/23,sin_riego,NitroMax,True,L1,8316.3
Ñandubay,Junín,2022/23,sin_riego,NitroMax,False,L2,7811.8
Ñandubay,Junín,2023/24,sin_riego,NitroMax,False,L1,7484.7
Ñandubay,Junín,2024/25,sin_riego,NitroMax,True,L2,7988.9
Ñandubay,Junín,2024/25,sin_riego,NitroMax,False,L2,8131.8
Ñandubay,Junín,2023/24,con_riego,NitroMax,True,L2,8456.3
Ñandubay,Junín,2023/24,con_riego,NitroMax,False,L2,8120.5
Ñandubay,Junín,2024/25,con_riego,NitroMax,True,L1,9329.0
Ñandubay,Junín,2024/25,con_riego,NitroMax,False,L1,8771.8
Ñandubay,Junín,2022/23,sin_riego,BioRaiz,True,L1,8512.5
Ñandubay,Junín,2022/23,sin_riego,BioRaiz,False,L1,8688.3
Ñandubay,Junín,2024/25,sin_riego,BioRaiz,True,L2,8764.8
Ñandubay,Junín,2022/23,con_riego,BioRaiz,True,L2,9916.6
Ñandubay,Junín,2022/23,con_riego,BioRaiz,False,L1,9166.2
Ñandubay,Junín,2024/25,con_riego,BioRaiz,True,L1,9143.8
Ñandubay,Junín,2024/25,con_riego,BioRaiz,False,L2,9251.6
Ñandubay,Junín,2022/23,sin_riego,TerraFix,True,L1,8134.9
Ñandubay,Junín,2023/24,sin_riego,TerraFix,False,L2,7439.4
Ñandubay,Junín,2024/25,sin_riego,TerraFix,True,L2,8128.6
Ñandubay,Junín,2024/25,sin_riego,TerraFix,False,L1,7785.6
Ñandubay,Junín,2022/23,con_riego,TerraFix,True,L2,9114.7
Ñandubay,Junín,2022/23,con_riego,TerraFix,False,L1,8557.1
Ñandubay,Junín,2023/24,con_riego,TerraFix,True,L2,8574.5
Ñandubay,Junín,2023/24,con_riego,TerraFix,False,L1,9050.1
Ñandubay,Junín,2024/25,con_riego,TerraFix,True,L1,9152.6
Ñandubay,Junín,2024/25,con_riego,TerraFix,False,L2,9213.3
Ñandubay,Marcos Juárez,2022/23,sin_riego,Control,True,L1,8982.0
Ñandubay,Marcos Juárez,2022/23,sin_riego,Control,False,L3,8093.1
Ñandubay,Marcos Juárez,2023/24,sin_riego,Control,True,L3,8301.2
Ñandubay,Marcos Juárez,2023/24,sin_riego,Control,False,L3,7644.0
Ñandubay,Marcos Juárez,2024/25,sin_riego,Control,False,L2,8344.8
Ñandubay,Marcos Juárez,2022/23,con_riego,Control,True,L1,10552.3
Ñandubay,Marcos Juárez,2022/23,con_riego,Control,False,L2,9626.4
Ñandubay,Marcos Juárez,2023/24,con_riego,Control,True,L2,9526.3
Ñandubay,Marcos Juárez,2023/24,con_riego,Control,False,L3,8813.5
Ñandubay,Marcos Juárez,2024/25,con_riego,Control,True,L1,10171.6
Ñandubay,Marcos Juárez,2024/25,con_riego,Control,False,L2,9970.1
Ñandubay,Marcos Juárez,2022/23,sin_riego,NitroMax,False,L1,8590.9
Ñandubay,Marcos Juárez,2024/25,sin_riego,NitroMax,True,L1,9418.6
Ñandubay,Marcos Juárez,2024/25,sin_riego,NitroMax,False,L1,8695.1
Ñandubay,Marcos Juárez,2022/23,con_riego,NitroMax,True,L2,9974.2
Ñandubay,Marcos Juárez,2022/23,con_riego,NitroMax,False,L1,9156.1
Ñandubay,Marcos Juárez,2024/25,con_riego,NitroMax,True,L1,9666.2
Ñandubay,Marcos Juárez,2022/23,sin_riego,BioRaiz,True,L3,9526.8
Ñandubay,Marcos Juárez,2022/23,sin_riego,BioRaiz,False,L2,9095.8
Ñandubay,Marcos Juárez,2023/24,sin_riego,BioRaiz,True,L3,8589.9
Ñandubay,Marcos Juárez,2023/24,sin_riego,BioRaiz,False,L2,8420.3
Ñandubay,Marcos Juárez,2024/25,sin_riego,BioRaiz,True,L2,9765.1
Ñandubay,Marcos Juárez,2022/23,con_riego,BioRaiz,False,L3,9426.3
Ñandubay,Marcos Juárez,2023/24,con_riego,BioRaiz,True,L3,9643.8
Ñandubay,Marcos Juárez,2023/24,con_riego,BioRaiz,False,L3,9494.0
Ñandubay,Marcos Juárez,2024/25,con_riego,BioRaiz,False,L2,10288.4
Ñandubay,Marcos Juárez,2022/23,sin_riego,TerraFix,True,L3,8797.0
Ñandubay,Marcos Juárez,2022/23,sin_riego,TerraFix,False,L1,8644.4
Ñandubay,Marcos Juárez,2023/24,sin_riego,TerraFix,True,L2,8756.3
Ñandubay,Marcos Juárez,2023/24,sin_riego,TerraFix,False,L3,8167.6
Ñandubay,Marcos Juárez,2024/25,sin_riego,TerraFix,True,L2,9243.3
Ñandubay,Marcos Juárez,2022/23,con_riego,TerraFix,True,L2,9939.0
Ñandubay,Marcos Juárez,2022/23,con_riego,TerraFix,False,L1,9373.8
Ñandubay,Marcos Juárez,2023/24,con_riego,TerraFix,True,L3,9551.0
Ñandubay,Marcos Juárez,2023/24,con_riego,TerraFix,False,L3,8954.6
Ñandubay,Marcos Juárez,2024/25,con_riego,TerraFix,True,L1,10396.2
Ñandubay,Marcos Juárez,2024/25,con_riego,TerraFix,False,L2,9736.9
Ñandubay,Tandil,2022/23,sin_riego,Control,True,L2,8249.3
Ñandubay,Tandil,2023/24,sin_riego,Control,False,L2,6876.5
Ñandubay,Tandil,2024/25,sin_riego,Control,True,L2,8389.7
Ñandubay,Tandil,2024/25,sin_riego,Control,False,L2,7893.8
Ñandubay,Tandil,2022/23,con_riego,Control,True,L1,8744.7
Ñandubay,Tandil,2022/23,con_riego,Control,False,L1,7943.7
Ñandubay,Tandil,2023/24,con_riego,Control,True,L2,8752.2
Ñandubay,Tandil,2023/24,con_riego,Control,False,L1,7871.9
Ñandubay,Tandil,2024/25,con_riego,Control,False,L1,8119.9
Ñandubay,Tandil,2022/23,sin_riego,NitroMax,True,L1,7820.1
Ñandubay,Tandil,2022/23,sin_riego,NitroMax,False,L1,7716.1
Ñandubay,Tandil,2023/24,sin_riego,NitroMax,True,L1,7291.7
Ñandubay,Tandil,2023/24,sin_riego,NitroMax,False,L2,6706.6
Ñandubay,Tandil,2022/23,con_riego,NitroMax,False,L2,8842.2
Ñandubay,Tandil,2024/25,con_riego,NitroMax,True,L2,8826.8
Ñandubay,Tandil,2024/25,con_riego,NitroMax,False,L2,8376.5
Ñandubay,Tandil,2022/23,sin_riego,BioRaiz,True,L2,8559.2
Ñandubay,Tandil,2022/23,sin_riego,BioRaiz,False,L1,8089.3
Ñandubay,Tandil,2023/24,sin_riego,BioRaiz,True,L2,7989.0
Ñandubay,Tandil,2023/24,sin_riego,BioRaiz,False,L1,7585.1
Ñandubay,Tandil,2024/25,sin_riego,BioRaiz,False,L2,8185.6
Ñandubay,Tandil,2022/23,con_riego,BioRaiz,False,L2,9067.0
Ñandubay,Tandil,2023/24,con_riego,BioRaiz,True,L1,8727.4
Ñandubay,Tandil,2024/25,con_riego,BioRaiz,True,L2,9617.6
Ñandubay,Tandil,2023/24,sin_riego,TerraFix,False,L1,6880.1
Ñandubay,Tandil,2024/25,sin_riego,TerraFix,False,L2,7710.2
Ñandubay,Tandil,2022/23,con_riego,TerraFix,True,L1,9186.3
Ñandubay,Tandil,2022/23,con_riego,TerraFix,False,L1,8605.4
Ñandubay,Tandil,2023/24,con_riego,TerraFix,True,L1,8332.4
Ñandubay,Tandil,2023/24,con_riego,TerraFix,False,L2,7573.4
Ñandubay,Tandil,2024/25,con_riego,TerraFix,False,L2,8618.9
